Symbol,Date,Open,High,Low,Close,Volume,OpenInt
AAPL,03-Jan-2017 09:00,116.2,116.22,115.82,116.19,8020
AAPL,03-Jan-2017 09:15,116.13,116.24,116.09,116.23,10701
AAPL,03-Jan-2017 09:30,115.82,116.33,114.76,115.41,4162493
AAPL,03-Jan-2017 09:45,115.41,115.7,115.06,115.67,1767638
AAPL,03-Jan-2017 10:00,115.66,115.83,115.27,115.67,1513979
AAPL,03-Jan-2017 10:15,115.68,115.74,115.46,115.7,836696
AAPL,03-Jan-2017 10:30,115.69,115.78,115.67,115.71,752932
AAPL,03-Jan-2017 10:45,115.7,115.78,115.4,115.45,887577
AAPL,03-Jan-2017 11:00,115.45,115.68,115.34,115.63,737497
AAPL,03-Jan-2017 11:15,115.64,115.64,115.31,115.35,687941
AAPL,03-Jan-2017 11:30,115.36,115.53,115.13,115.19,834856
AAPL,03-Jan-2017 11:45,115.18,115.39,115.13,115.37,630647
AAPL,03-Jan-2017 12:00,115.39,115.53,115.26,115.42,652684
AAPL,03-Jan-2017 12:15,115.42,115.46,115.32,115.38,330139
AAPL,03-Jan-2017 12:30,115.38,115.48,115.29,115.29,308447
AAPL,03-Jan-2017 12:45,115.29,115.48,115.27,115.46,384105
AAPL,03-Jan-2017 13:00,115.47,115.52,115.37,115.49,396906
AAPL,03-Jan-2017 13:15,115.48,115.5,115.4,115.4,295016
AAPL,03-Jan-2017 13:30,115.41,115.44,115.28,115.29,352097
AAPL,03-Jan-2017 13:45,115.3,115.4,115.23,115.23,502747
AAPL,03-Jan-2017 14:00,115.24,115.31,115.15,115.23,582153
AAPL,03-Jan-2017 14:15,115.23,115.37,115.21,115.37,455509
AAPL,03-Jan-2017 14:30,115.37,116.3,115.36,115.44,564336
AAPL,03-Jan-2017 14:45,115.45,115.45,115.37,115.43,489520
AAPL,03-Jan-2017 15:00,115.44,115.63,115.43,115.58,696035
AAPL,03-Jan-2017 15:15,115.58,115.6,115.46,115.48,590406
AAPL,03-Jan-2017 15:30,115.47,115.73,115.39,115.6,1265143
AAPL,03-Jan-2017 15:45,115.6,116.14,115.1,116.14,2765198
AAPL,03-Jan-2017 16:00,116.15,116.23,115.58,116.2,2822471
AAPL,03-Jan-2017 16:15,116.22,116.25,116.1,116.12,152747
AAPL,03-Jan-2017 16:30,116.1,116.21,116.09,116.09,90834
AAPL,03-Jan-2017 16:45,116.09,116.15,116.01,116.15,28125
AAPL,04-Jan-2017 09:00,115.9,115.9,115.82,115.82,4385
AAPL,04-Jan-2017 09:15,115.85,115.95,115.85,115.95,13534
AAPL,04-Jan-2017 09:30,115.86,116.37,115.75,116.19,725853
AAPL,04-Jan-2017 09:45,116.24,116.44,116.23,116.33,296988
AAPL,04-Jan-2017 10:00,116.28,116.39,116.26,116.34,123921
AAPL,04-Jan-2017 10:15,116.21,116.23,116.05,116.17,461283
AAPL,04-Jan-2017 10:30,116.09,116.14,115.1,115.99,605013
AAPL,04-Jan-2017 10:45,116,116.11,115.1,116.03,259222
AAPL,04-Jan-2017 11:00,115.96,116.07,115.96,116.03,156949
AAPL,04-Jan-2017 11:15,116.01,116.05,115.1,115.99,52817
AAPL,04-Jan-2017 11:30,116.06,116.3,116.05,116.3,395596
AAPL,04-Jan-2017 11:45,116.25,116.34,116.22,116.28,195161
AAPL,04-Jan-2017 12:00,116.37,116.38,116.3,116.31,143960
AAPL,04-Jan-2017 12:15,116.23,116.25,116.12,116.15,173529
AAPL,04-Jan-2017 12:30,116.16,116.16,116.06,116.09,82420
AAPL,04-Jan-2017 12:45,116.17,116.17,116.17,116.17,100
AAPL,04-Jan-2017 13:00,116.14,116.16,116.09,116.11,134967
AAPL,04-Jan-2017 13:15,116.12,116.2,116.1,116.15,157152
AAPL,04-Jan-2017 13:30,116.16,116.2,116.14,116.2,137861
AAPL,04-Jan-2017 13:45,116.2,116.21,116.2,116.21,1413
AAPL,04-Jan-2017 14:00,116.21,116.3,116.08,116.13,377382
AAPL,04-Jan-2017 14:15,116.21,116.29,116.16,116.2,298226
AAPL,04-Jan-2017 14:30,116.24,116.28,116.2,116.21,212120
AAPL,04-Jan-2017 14:45,116.16,116.16,116.06,116.09,192864
AAPL,04-Jan-2017 15:00,116.06,116.07,116,116.01,183418
AAPL,04-Jan-2017 15:15,116.13,116.13,116.06,116.07,126446
AAPL,04-Jan-2017 15:30,116.01,116.04,115.92,115.92,314492
AAPL,04-Jan-2017 15:45,116.02,116.04,115.1,116.04,758702
AAPL,04-Jan-2017 16:00,116.02,116.02,115.94,116.02,1980817
AAPL,04-Jan-2017 16:15,116.02,116.02,116.02,116.02,4613
AAPL,04-Jan-2017 16:30,116.02,116.05,116.02,116.02,94513
AAPL,04-Jan-2017 16:45,116.02,116.02,116.02,116.02,600
